,COCLSACT
5791,NEVER USED COCAINE
5792,NEVER USED COCAINE
5793,NEVER USED COCAINE
5794,NEVER USED COCAINE
5795,NEVER USED COCAINE
5796,NEVER USED COCAINE
5797,NEVER USED COCAINE
5798,NEVER USED COCAINE
5799,NEVER USED COCAINE
5800,NEVER USED COCAINE
5801,NEVER USED COCAINE
5802,DID NOT USE COCAINE PST 12 MOS
5803,NEVER USED COCAINE
5804,NEVER USED COCAINE
5805,NEVER USED COCAINE
5806,NEVER USED COCAINE
5807,NEVER USED COCAINE
5808,NEVER USED COCAINE
5809,NEVER USED COCAINE
5810,NEVER USED COCAINE
5811,NEVER USED COCAINE
5812,NEVER USED COCAINE
5813,NEVER USED COCAINE
5814,NEVER USED COCAINE
5815,NEVER USED COCAINE
5816,NEVER USED COCAINE
5817,NEVER USED COCAINE
5818,NEVER USED COCAINE
5819,NEVER USED COCAINE
5820,NEVER USED COCAINE
5821,NEVER USED COCAINE
5822,NEVER USED COCAINE
5823,NEVER USED COCAINE
5824,DID NOT USE COCAINE PST 12 MOS
5825,NEVER USED COCAINE
5826,NEVER USED COCAINE
5827,NEVER USED COCAINE
5828,NEVER USED COCAINE
5829,NEVER USED COCAINE
5830,NEVER USED COCAINE
5831,NEVER USED COCAINE
5832,NEVER USED COCAINE
5833,NEVER USED COCAINE
5834,NEVER USED COCAINE
5835,NEVER USED COCAINE
5836,NEVER USED COCAINE
5837,NEVER USED COCAINE
5838,NEVER USED COCAINE
5839,NEVER USED COCAINE
5840,NEVER USED COCAINE
5841,NEVER USED COCAINE
5842,NEVER USED COCAINE
5843,NEVER USED COCAINE
5844,NEVER USED COCAINE
5845,NEVER USED COCAINE
5846,NEVER USED COCAINE
5847,DID NOT USE COCAINE PST 12 MOS
5848,NEVER USED COCAINE
5849,NEVER USED COCAINE
5850,NEVER USED COCAINE
5851,NEVER USED COCAINE
5852,DID NOT USE COCAINE PST 12 MOS
5853,NEVER USED COCAINE
5854,NEVER USED COCAINE
5855,NEVER USED COCAINE
5856,NEVER USED COCAINE
5857,NEVER USED COCAINE
5858,NEVER USED COCAINE
5859,NEVER USED COCAINE
5860,NEVER USED COCAINE
5861,NEVER USED COCAINE
5862,NEVER USED COCAINE
5863,NEVER USED COCAINE
5864,NEVER USED COCAINE
5865,DID NOT USE COCAINE PST 12 MOS
5866,NEVER USED COCAINE
5867,NEVER USED COCAINE
5868,NEVER USED COCAINE
5869,NEVER USED COCAINE
5870,NEVER USED COCAINE
5871,NEVER USED COCAINE
5872,NEVER USED COCAINE
5873,NEVER USED COCAINE
5874,DID NOT USE COCAINE PST 12 MOS
5875,NEVER USED COCAINE
5876,NEVER USED COCAINE
5877,NEVER USED COCAINE
5878,NEVER USED COCAINE
5879,NEVER USED COCAINE
5880,NEVER USED COCAINE
5881,NEVER USED COCAINE
5882,NEVER USED COCAINE
5883,DID NOT USE COCAINE PST 12 MOS
5884,NEVER USED COCAINE
5885,NEVER USED COCAINE
5886,NEVER USED COCAINE
5887,NEVER USED COCAINE
5888,NEVER USED COCAINE
5889,NEVER USED COCAINE
5890,NEVER USED COCAINE
5891,NEVER USED COCAINE
5892,NEVER USED COCAINE
5893,DID NOT USE COCAINE PST 12 MOS
5894,NEVER USED COCAINE
5895,NEVER USED COCAINE
5896,NEVER USED COCAINE
5897,NEVER USED COCAINE
5898,NEVER USED COCAINE
5899,NEVER USED COCAINE
5900,NEVER USED COCAINE
5901,NEVER USED COCAINE
5902,NEVER USED COCAINE
5903,NEVER USED COCAINE
5904,NEVER USED COCAINE
5905,NEVER USED COCAINE
5906,NEVER USED COCAINE
5907,NEVER USED COCAINE
5908,NEVER USED COCAINE
5909,NEVER USED COCAINE
5910,NEVER USED COCAINE
5911,NEVER USED COCAINE
5912,NEVER USED COCAINE
5913,DID NOT USE COCAINE PST 12 MOS
5914,NEVER USED COCAINE
5915,NEVER USED COCAINE
5916,No
5917,DID NOT USE COCAINE PST 12 MOS
5918,NEVER USED COCAINE
5919,NEVER USED COCAINE
5920,NEVER USED COCAINE
5921,NEVER USED COCAINE
5922,NEVER USED COCAINE
5923,NEVER USED COCAINE
5924,NEVER USED COCAINE
5925,NEVER USED COCAINE
5926,NEVER USED COCAINE
5927,NEVER USED COCAINE
5928,NEVER USED COCAINE
5929,NEVER USED COCAINE
5930,NEVER USED COCAINE
5931,NEVER USED COCAINE
5932,NEVER USED COCAINE
5933,NEVER USED COCAINE
5934,No
5935,Yes
5936,NEVER USED COCAINE
5937,NEVER USED COCAINE
5938,NEVER USED COCAINE
5939,NEVER USED COCAINE
5940,NEVER USED COCAINE
5941,NEVER USED COCAINE
5942,NEVER USED COCAINE
5943,NEVER USED COCAINE
5944,NEVER USED COCAINE
5945,NEVER USED COCAINE
5946,NEVER USED COCAINE
5947,NEVER USED COCAINE
5948,NEVER USED COCAINE
5949,DID NOT USE COCAINE PST 12 MOS
5950,DID NOT USE COCAINE PST 12 MOS
5951,NEVER USED COCAINE
5952,NEVER USED COCAINE
5953,NEVER USED COCAINE
5954,DID NOT USE COCAINE PST 12 MOS
5955,NEVER USED COCAINE
5956,NEVER USED COCAINE
5957,NEVER USED COCAINE
5958,NEVER USED COCAINE
5959,NEVER USED COCAINE
5960,NEVER USED COCAINE
5961,NEVER USED COCAINE
5962,NEVER USED COCAINE
5963,DID NOT USE COCAINE PST 12 MOS
5964,NEVER USED COCAINE
5965,NEVER USED COCAINE
5966,NEVER USED COCAINE
5967,NEVER USED COCAINE
5968,NEVER USED COCAINE
5969,DID NOT USE COCAINE PST 12 MOS
5970,NEVER USED COCAINE
5971,NEVER USED COCAINE
5972,DID NOT USE COCAINE PST 12 MOS
5973,NEVER USED COCAINE
5974,NEVER USED COCAINE
5975,NEVER USED COCAINE
5976,DID NOT USE COCAINE PST 12 MOS
5977,NEVER USED COCAINE
5978,NEVER USED COCAINE
5979,NEVER USED COCAINE
5980,NEVER USED COCAINE
5981,NEVER USED COCAINE
5982,NEVER USED COCAINE
5983,NEVER USED COCAINE
5984,NEVER USED COCAINE
5985,NEVER USED COCAINE
5986,NEVER USED COCAINE
5987,NEVER USED COCAINE
5988,DID NOT USE COCAINE PST 12 MOS
5989,NEVER USED COCAINE
5990,NEVER USED COCAINE
5991,NEVER USED COCAINE
5992,NEVER USED COCAINE
5993,NEVER USED COCAINE
5994,NEVER USED COCAINE
5995,NEVER USED COCAINE
5996,NEVER USED COCAINE
5997,NEVER USED COCAINE
5998,NEVER USED COCAINE
5999,NEVER USED COCAINE
6000,NEVER USED COCAINE
6001,NEVER USED COCAINE
6002,NEVER USED COCAINE
6003,NEVER USED COCAINE
6004,NEVER USED COCAINE
6005,NEVER USED COCAINE
6006,NEVER USED COCAINE
6007,NEVER USED COCAINE
6008,NEVER USED COCAINE
6009,NEVER USED COCAINE
6010,NEVER USED COCAINE
6011,NEVER USED COCAINE
6012,NEVER USED COCAINE
6013,NEVER USED COCAINE
6014,NEVER USED COCAINE
6015,NEVER USED COCAINE
6016,NEVER USED COCAINE
6017,NEVER USED COCAINE
6018,NEVER USED COCAINE
6019,NEVER USED COCAINE
6020,NEVER USED COCAINE
6021,NEVER USED COCAINE
6022,NEVER USED COCAINE
6023,NEVER USED COCAINE
6024,DID NOT USE COCAINE PST 12 MOS
6025,NEVER USED COCAINE
6026,NEVER USED COCAINE
6027,NEVER USED COCAINE
6028,NEVER USED COCAINE
6029,NEVER USED COCAINE
6030,DID NOT USE COCAINE PST 12 MOS
6031,NEVER USED COCAINE
6032,NEVER USED COCAINE
6033,NEVER USED COCAINE
6034,NEVER USED COCAINE
6035,NEVER USED COCAINE
6036,NEVER USED COCAINE
6037,NEVER USED COCAINE
6038,DID NOT USE COCAINE PST 12 MOS
6039,NEVER USED COCAINE
6040,NEVER USED COCAINE
6041,NEVER USED COCAINE
6042,NEVER USED COCAINE
6043,NEVER USED COCAINE
6044,NEVER USED COCAINE
6045,NEVER USED COCAINE
6046,No
6047,NEVER USED COCAINE
6048,NEVER USED COCAINE
6049,NEVER USED COCAINE
6050,NEVER USED COCAINE
6051,NEVER USED COCAINE
6052,NEVER USED COCAINE
6053,NEVER USED COCAINE
6054,NEVER USED COCAINE
6055,NEVER USED COCAINE
6056,NEVER USED COCAINE
6057,NEVER USED COCAINE
6058,NEVER USED COCAINE
6059,NEVER USED COCAINE
6060,NEVER USED COCAINE
6061,NEVER USED COCAINE
6062,NEVER USED COCAINE
6063,NEVER USED COCAINE
6064,NEVER USED COCAINE
6065,NEVER USED COCAINE
6066,NEVER USED COCAINE
6067,NEVER USED COCAINE
6068,NEVER USED COCAINE
6069,NEVER USED COCAINE
6070,NEVER USED COCAINE
6071,NEVER USED COCAINE
6072,NEVER USED COCAINE
6073,NEVER USED COCAINE
6074,NEVER USED COCAINE
6075,NEVER USED COCAINE
6076,NEVER USED COCAINE
6077,NEVER USED COCAINE
6078,NEVER USED COCAINE
6079,NEVER USED COCAINE
6080,NEVER USED COCAINE
6081,NEVER USED COCAINE
6082,NEVER USED COCAINE
6083,NEVER USED COCAINE
6084,DID NOT USE COCAINE PST 12 MOS
6085,NEVER USED COCAINE
6086,DID NOT USE COCAINE PST 12 MOS
6087,NEVER USED COCAINE
6088,NEVER USED COCAINE
6089,NEVER USED COCAINE
6090,NEVER USED COCAINE
6091,NEVER USED COCAINE
6092,NEVER USED COCAINE
6093,No
6094,BLANK (NO ANSWER)
6095,NEVER USED COCAINE
6096,NEVER USED COCAINE
6097,NEVER USED COCAINE
6098,NEVER USED COCAINE
6099,NEVER USED COCAINE
6100,NEVER USED COCAINE
6101,NEVER USED COCAINE
6102,NEVER USED COCAINE
6103,NEVER USED COCAINE
6104,NEVER USED COCAINE
6105,NEVER USED COCAINE
6106,NEVER USED COCAINE
6107,NEVER USED COCAINE
6108,NEVER USED COCAINE
6109,NEVER USED COCAINE
6110,NEVER USED COCAINE
6111,NEVER USED COCAINE
6112,NEVER USED COCAINE
6113,NEVER USED COCAINE
6114,NEVER USED COCAINE
6115,NEVER USED COCAINE
6116,NEVER USED COCAINE
6117,NEVER USED COCAINE
6118,NEVER USED COCAINE
6119,NEVER USED COCAINE
6120,NEVER USED COCAINE
6121,NEVER USED COCAINE
6122,NEVER USED COCAINE
6123,NEVER USED COCAINE
6124,NEVER USED COCAINE
6125,No
6126,NEVER USED COCAINE
6127,NEVER USED COCAINE
6128,NEVER USED COCAINE
6129,NEVER USED COCAINE
6130,NEVER USED COCAINE
6131,NEVER USED COCAINE
6132,NEVER USED COCAINE
6133,NEVER USED COCAINE
6134,NEVER USED COCAINE
6135,NEVER USED COCAINE
6136,NEVER USED COCAINE
6137,NEVER USED COCAINE
6138,NEVER USED COCAINE
6139,NEVER USED COCAINE
6140,NEVER USED COCAINE
6141,NEVER USED COCAINE
6142,NEVER USED COCAINE
6143,NEVER USED COCAINE
6144,NEVER USED COCAINE
6145,DID NOT USE COCAINE PST 12 MOS
6146,NEVER USED COCAINE
6147,NEVER USED COCAINE
6148,NEVER USED COCAINE
6149,NEVER USED COCAINE
6150,NEVER USED COCAINE
6151,NEVER USED COCAINE
6152,NEVER USED COCAINE
6153,NEVER USED COCAINE
6154,NEVER USED COCAINE
6155,NEVER USED COCAINE
6156,NEVER USED COCAINE
6157,NEVER USED COCAINE
6158,NEVER USED COCAINE
6159,NEVER USED COCAINE
6160,NEVER USED COCAINE
6161,DID NOT USE COCAINE PST 12 MOS
6162,NEVER USED COCAINE
6163,NEVER USED COCAINE
6164,NEVER USED COCAINE
6165,NEVER USED COCAINE
6166,NEVER USED COCAINE
6167,No
6168,NEVER USED COCAINE
6169,DID NOT USE COCAINE PST 12 MOS
6170,NEVER USED COCAINE
6171,NEVER USED COCAINE
6172,NEVER USED COCAINE
6173,NEVER USED COCAINE
6174,NEVER USED COCAINE
6175,NEVER USED COCAINE
6176,NEVER USED COCAINE
6177,NEVER USED COCAINE
6178,NEVER USED COCAINE
6179,NEVER USED COCAINE
6180,NEVER USED COCAINE
6181,NEVER USED COCAINE
6182,NEVER USED COCAINE
6183,NEVER USED COCAINE
6184,NEVER USED COCAINE
6185,NEVER USED COCAINE
6186,NEVER USED COCAINE
6187,NEVER USED COCAINE
6188,NEVER USED COCAINE
6189,NEVER USED COCAINE
6190,NEVER USED COCAINE
6191,NEVER USED COCAINE
6192,NEVER USED COCAINE
6193,NEVER USED COCAINE
6194,NEVER USED COCAINE
6195,NEVER USED COCAINE
6196,NEVER USED COCAINE
6197,NEVER USED COCAINE
6198,NEVER USED COCAINE
6199,NEVER USED COCAINE
6200,NEVER USED COCAINE
6201,NEVER USED COCAINE
6202,NEVER USED COCAINE
6203,NEVER USED COCAINE
6204,NEVER USED COCAINE
6205,NEVER USED COCAINE
6206,NEVER USED COCAINE
6207,NEVER USED COCAINE
6208,DID NOT USE COCAINE PST 12 MOS
6209,NEVER USED COCAINE
6210,NEVER USED COCAINE
6211,NEVER USED COCAINE
6212,NEVER USED COCAINE
6213,NEVER USED COCAINE
6214,NEVER USED COCAINE
6215,NEVER USED COCAINE
6216,NEVER USED COCAINE
6217,NEVER USED COCAINE
6218,NEVER USED COCAINE
6219,NEVER USED COCAINE
6220,NEVER USED COCAINE
6221,NEVER USED COCAINE
6222,NEVER USED COCAINE
6223,NEVER USED COCAINE
6224,NEVER USED COCAINE
6225,NEVER USED COCAINE
6226,NEVER USED COCAINE
6227,NEVER USED COCAINE
6228,NEVER USED COCAINE
6229,NEVER USED COCAINE
6230,NEVER USED COCAINE
6231,NEVER USED COCAINE
6232,NEVER USED COCAINE
6233,NEVER USED COCAINE
6234,NEVER USED COCAINE
6235,NEVER USED COCAINE
6236,NEVER USED COCAINE
6237,DID NOT USE COCAINE PST 12 MOS
6238,NEVER USED COCAINE
6239,DID NOT USE COCAINE PST 12 MOS
6240,NEVER USED COCAINE
6241,NEVER USED COCAINE
6242,NEVER USED COCAINE
6243,NEVER USED COCAINE
6244,NEVER USED COCAINE
6245,NEVER USED COCAINE
6246,NEVER USED COCAINE
6247,NEVER USED COCAINE
6248,NEVER USED COCAINE
6249,NEVER USED COCAINE
6250,NEVER USED COCAINE
6251,NEVER USED COCAINE
6252,NEVER USED COCAINE
6253,NEVER USED COCAINE
6254,NEVER USED COCAINE
6255,NEVER USED COCAINE
6256,NEVER USED COCAINE
6257,NEVER USED COCAINE
6258,NEVER USED COCAINE
6259,NEVER USED COCAINE
6260,NEVER USED COCAINE
6261,NEVER USED COCAINE
6262,NEVER USED COCAINE
6263,NEVER USED COCAINE
6264,NEVER USED COCAINE
6265,NEVER USED COCAINE
6266,DID NOT USE COCAINE PST 12 MOS
6267,NEVER USED COCAINE
6268,NEVER USED COCAINE
6269,NEVER USED COCAINE
6270,NEVER USED COCAINE
6271,NEVER USED COCAINE
6272,NEVER USED COCAINE
6273,NEVER USED COCAINE
6274,DID NOT USE COCAINE PST 12 MOS
6275,NEVER USED COCAINE
6276,NEVER USED COCAINE
6277,DID NOT USE COCAINE PST 12 MOS
6278,NEVER USED COCAINE
6279,DID NOT USE COCAINE PST 12 MOS
6280,NEVER USED COCAINE
6281,DID NOT USE COCAINE PST 12 MOS
6282,NEVER USED COCAINE
6283,NEVER USED COCAINE
6284,NEVER USED COCAINE
6285,DID NOT USE COCAINE PST 12 MOS
6286,NEVER USED COCAINE
6287,DID NOT USE COCAINE PST 12 MOS
6288,NEVER USED COCAINE
6289,NEVER USED COCAINE
6290,NEVER USED COCAINE
6291,NEVER USED COCAINE
6292,No
6293,NEVER USED COCAINE
6294,NEVER USED COCAINE
6295,NEVER USED COCAINE
6296,NEVER USED COCAINE
6297,NEVER USED COCAINE
6298,NEVER USED COCAINE
6299,NEVER USED COCAINE
6300,NEVER USED COCAINE
6301,NEVER USED COCAINE
6302,NEVER USED COCAINE
6303,DID NOT USE COCAINE PST 12 MOS
6304,NEVER USED COCAINE
6305,NEVER USED COCAINE
6306,NEVER USED COCAINE
6307,DID NOT USE COCAINE PST 12 MOS
6308,NEVER USED COCAINE
6309,NEVER USED COCAINE
6310,NEVER USED COCAINE
6311,NEVER USED COCAINE
6312,NEVER USED COCAINE
6313,NEVER USED COCAINE
6314,NEVER USED COCAINE
6315,DID NOT USE COCAINE PST 12 MOS
6316,NEVER USED COCAINE
6317,NEVER USED COCAINE
6318,NEVER USED COCAINE
6319,NEVER USED COCAINE
6320,NEVER USED COCAINE
6321,NEVER USED COCAINE
6322,NEVER USED COCAINE
6323,NEVER USED COCAINE
6324,NEVER USED COCAINE
6325,NEVER USED COCAINE
6326,NEVER USED COCAINE
6327,NEVER USED COCAINE
6328,No
6329,DID NOT USE COCAINE PST 12 MOS
6330,NEVER USED COCAINE
6331,NEVER USED COCAINE
6332,DID NOT USE COCAINE PST 12 MOS
6333,NEVER USED COCAINE
6334,NEVER USED COCAINE
6335,NEVER USED COCAINE
6336,NEVER USED COCAINE
6337,NEVER USED COCAINE
6338,No
6339,NEVER USED COCAINE
6340,DID NOT USE COCAINE PST 12 MOS
6341,NEVER USED COCAINE
6342,NEVER USED COCAINE
6343,NEVER USED COCAINE
6344,NEVER USED COCAINE
6345,NEVER USED COCAINE
6346,NEVER USED COCAINE
6347,NEVER USED COCAINE
6348,NEVER USED COCAINE
6349,NEVER USED COCAINE
6350,NEVER USED COCAINE
6351,NEVER USED COCAINE
6352,NEVER USED COCAINE
6353,NEVER USED COCAINE
6354,NEVER USED COCAINE
6355,NEVER USED COCAINE
6356,NEVER USED COCAINE
6357,NEVER USED COCAINE
6358,NEVER USED COCAINE
6359,NEVER USED COCAINE
6360,NEVER USED COCAINE
6361,NEVER USED COCAINE
6362,DID NOT USE COCAINE PST 12 MOS
6363,NEVER USED COCAINE
6364,NEVER USED COCAINE
6365,NEVER USED COCAINE
6366,NEVER USED COCAINE
6367,NEVER USED COCAINE
6368,NEVER USED COCAINE
6369,NEVER USED COCAINE
6370,NEVER USED COCAINE
6371,NEVER USED COCAINE
6372,NEVER USED COCAINE
6373,NEVER USED COCAINE
6374,NEVER USED COCAINE
6375,NEVER USED COCAINE
6376,NEVER USED COCAINE
6377,NEVER USED COCAINE
6378,NEVER USED COCAINE
6379,NEVER USED COCAINE
6380,DID NOT USE COCAINE PST 12 MOS
6381,NEVER USED COCAINE
6382,NEVER USED COCAINE
6383,NEVER USED COCAINE
6384,NEVER USED COCAINE
6385,NEVER USED COCAINE
6386,NEVER USED COCAINE
6387,NEVER USED COCAINE
6388,NEVER USED COCAINE
6389,NEVER USED COCAINE
6390,NEVER USED COCAINE
6391,NEVER USED COCAINE
6392,NEVER USED COCAINE
6393,NEVER USED COCAINE
6394,NEVER USED COCAINE
6395,NEVER USED COCAINE
6396,NEVER USED COCAINE
6397,NEVER USED COCAINE
6398,NEVER USED COCAINE
6399,NEVER USED COCAINE
6400,NEVER USED COCAINE
6401,NEVER USED COCAINE
6402,DID NOT USE COCAINE PST 12 MOS
6403,NEVER USED COCAINE
6404,NEVER USED COCAINE
6405,DID NOT USE COCAINE PST 12 MOS
6406,NEVER USED COCAINE
6407,NEVER USED COCAINE
6408,NEVER USED COCAINE
6409,NEVER USED COCAINE
6410,NEVER USED COCAINE
6411,NEVER USED COCAINE
6412,NEVER USED COCAINE
6413,NEVER USED COCAINE
6414,NEVER USED COCAINE
6415,NEVER USED COCAINE
6416,NEVER USED COCAINE
6417,NEVER USED COCAINE
6418,DID NOT USE COCAINE PST 12 MOS
6419,NEVER USED COCAINE
6420,NEVER USED COCAINE
6421,NEVER USED COCAINE
6422,NEVER USED COCAINE
6423,NEVER USED COCAINE
6424,DID NOT USE COCAINE PST 12 MOS
6425,NEVER USED COCAINE
6426,NEVER USED COCAINE
6427,NEVER USED COCAINE
6428,NEVER USED COCAINE
6429,NEVER USED COCAINE
6430,DID NOT USE COCAINE PST 12 MOS
6431,NEVER USED COCAINE
6432,NEVER USED COCAINE
6433,NEVER USED COCAINE
6434,No
6435,NEVER USED COCAINE
6436,NEVER USED COCAINE
6437,NEVER USED COCAINE
6438,NEVER USED COCAINE
6439,NEVER USED COCAINE
6440,NEVER USED COCAINE
6441,NEVER USED COCAINE
6442,NEVER USED COCAINE
6443,NEVER USED COCAINE
6444,NEVER USED COCAINE
6445,NEVER USED COCAINE
6446,NEVER USED COCAINE
6447,NEVER USED COCAINE
6448,NEVER USED COCAINE
6449,NEVER USED COCAINE
6450,NEVER USED COCAINE
6451,NEVER USED COCAINE
6452,NEVER USED COCAINE
6453,NEVER USED COCAINE
6454,NEVER USED COCAINE
6455,NEVER USED COCAINE
6456,NEVER USED COCAINE
6457,NEVER USED COCAINE
6458,NEVER USED COCAINE
6459,NEVER USED COCAINE
6460,NEVER USED COCAINE
6461,NEVER USED COCAINE
6462,DID NOT USE COCAINE PST 12 MOS
6463,NEVER USED COCAINE
6464,NEVER USED COCAINE
6465,NEVER USED COCAINE
6466,DID NOT USE COCAINE PST 12 MOS
6467,No
6468,NEVER USED COCAINE
6469,NEVER USED COCAINE
6470,NEVER USED COCAINE
6471,NEVER USED COCAINE
6472,NEVER USED COCAINE
6473,NEVER USED COCAINE
6474,NEVER USED COCAINE
6475,NEVER USED COCAINE
6476,NEVER USED COCAINE
6477,NEVER USED COCAINE
6478,NEVER USED COCAINE
6479,NEVER USED COCAINE
6480,NEVER USED COCAINE
6481,NEVER USED COCAINE
6482,NEVER USED COCAINE
6483,NEVER USED COCAINE
6484,NEVER USED COCAINE
6485,NEVER USED COCAINE
6486,NEVER USED COCAINE
6487,NEVER USED COCAINE
6488,NEVER USED COCAINE
6489,NEVER USED COCAINE
6490,NEVER USED COCAINE
6491,NEVER USED COCAINE
6492,NEVER USED COCAINE
6493,NEVER USED COCAINE
6494,NEVER USED COCAINE
6495,NEVER USED COCAINE
6496,NEVER USED COCAINE
6497,DID NOT USE COCAINE PST 12 MOS
6498,NEVER USED COCAINE
6499,DID NOT USE COCAINE PST 12 MOS
6500,NEVER USED COCAINE
6501,NEVER USED COCAINE
6502,NEVER USED COCAINE
6503,NEVER USED COCAINE
6504,BLANK (NO ANSWER)
6505,NEVER USED COCAINE
6506,NEVER USED COCAINE
6507,NEVER USED COCAINE
6508,NEVER USED COCAINE
6509,NEVER USED COCAINE
6510,NEVER USED COCAINE
6511,NEVER USED COCAINE
6512,NEVER USED COCAINE
6513,NEVER USED COCAINE
6514,NEVER USED COCAINE
6515,NEVER USED COCAINE
6516,NEVER USED COCAINE
6517,NEVER USED COCAINE
6518,No
6519,NEVER USED COCAINE
6520,NEVER USED COCAINE
6521,NEVER USED COCAINE
6522,No
6523,NEVER USED COCAINE
6524,NEVER USED COCAINE
6525,NEVER USED COCAINE
6526,NEVER USED COCAINE
6527,NEVER USED COCAINE
6528,NEVER USED COCAINE
6529,NEVER USED COCAINE
6530,NEVER USED COCAINE
6531,NEVER USED COCAINE
6532,NEVER USED COCAINE
6533,NEVER USED COCAINE
6534,NEVER USED COCAINE
6535,NEVER USED COCAINE
6536,NEVER USED COCAINE
6537,NEVER USED COCAINE
6538,NEVER USED COCAINE
6539,DID NOT USE COCAINE PST 12 MOS
6540,NEVER USED COCAINE
6541,NEVER USED COCAINE
6542,NEVER USED COCAINE
6543,NEVER USED COCAINE
6544,NEVER USED COCAINE
6545,NEVER USED COCAINE
6546,NEVER USED COCAINE
6547,NEVER USED COCAINE
6548,DID NOT USE COCAINE PST 12 MOS
6549,NEVER USED COCAINE
6550,NEVER USED COCAINE
6551,NEVER USED COCAINE
6552,NEVER USED COCAINE
6553,NEVER USED COCAINE
6554,NEVER USED COCAINE
6555,No
6556,NEVER USED COCAINE
6557,No
6558,NEVER USED COCAINE
6559,NEVER USED COCAINE
6560,NEVER USED COCAINE
6561,NEVER USED COCAINE
6562,NEVER USED COCAINE
6563,NEVER USED COCAINE
6564,NEVER USED COCAINE
6565,NEVER USED COCAINE
6566,NEVER USED COCAINE
6567,NEVER USED COCAINE
6568,NEVER USED COCAINE
6569,NEVER USED COCAINE
6570,NEVER USED COCAINE
6571,NEVER USED COCAINE
6572,NEVER USED COCAINE
6573,NEVER USED COCAINE
6574,NEVER USED COCAINE
6575,NEVER USED COCAINE
6576,NEVER USED COCAINE
6577,NEVER USED COCAINE
6578,NEVER USED COCAINE
6579,NEVER USED COCAINE
6580,NEVER USED COCAINE
6581,NEVER USED COCAINE
6582,No
6583,NEVER USED COCAINE
6584,NEVER USED COCAINE
6585,NEVER USED COCAINE
6586,NEVER USED COCAINE
6587,NEVER USED COCAINE
6588,NEVER USED COCAINE
6589,NEVER USED COCAINE
6590,NEVER USED COCAINE
6591,NEVER USED COCAINE
6592,No
6593,NEVER USED COCAINE
6594,NEVER USED COCAINE
6595,NEVER USED COCAINE
6596,NEVER USED COCAINE
6597,No
6598,NEVER USED COCAINE
6599,DID NOT USE COCAINE PST 12 MOS
6600,NEVER USED COCAINE
6601,NEVER USED COCAINE
6602,No
6603,NEVER USED COCAINE
6604,NEVER USED COCAINE
6605,NEVER USED COCAINE
6606,NEVER USED COCAINE
6607,No
6608,No
6609,Yes
6610,NEVER USED COCAINE
6611,NEVER USED COCAINE
6612,NEVER USED COCAINE
6613,NEVER USED COCAINE
6614,NEVER USED COCAINE
6615,NEVER USED COCAINE
6616,NEVER USED COCAINE
6617,NEVER USED COCAINE
6618,NEVER USED COCAINE
6619,NEVER USED COCAINE
6620,DID NOT USE COCAINE PST 12 MOS
6621,NEVER USED COCAINE
6622,NEVER USED COCAINE
6623,NEVER USED COCAINE
6624,NEVER USED COCAINE
6625,NEVER USED COCAINE
6626,NEVER USED COCAINE
6627,NEVER USED COCAINE
6628,NEVER USED COCAINE
6629,NEVER USED COCAINE
6630,NEVER USED COCAINE
6631,NEVER USED COCAINE
6632,NEVER USED COCAINE
6633,NEVER USED COCAINE
6634,NEVER USED COCAINE
6635,NEVER USED COCAINE
6636,DID NOT USE COCAINE PST 12 MOS
6637,NEVER USED COCAINE
6638,NEVER USED COCAINE
6639,DID NOT USE COCAINE PST 12 MOS
6640,NEVER USED COCAINE
6641,NEVER USED COCAINE
6642,NEVER USED COCAINE
6643,NEVER USED COCAINE
6644,NEVER USED COCAINE
6645,NEVER USED COCAINE
6646,NEVER USED COCAINE
6647,NEVER USED COCAINE
6648,NEVER USED COCAINE
6649,NEVER USED COCAINE
6650,NEVER USED COCAINE
6651,NEVER USED COCAINE
6652,NEVER USED COCAINE
6653,NEVER USED COCAINE
6654,NEVER USED COCAINE
6655,NEVER USED COCAINE
6656,NEVER USED COCAINE
6657,NEVER USED COCAINE
6658,NEVER USED COCAINE
6659,NEVER USED COCAINE
6660,NEVER USED COCAINE
6661,NEVER USED COCAINE
6662,NEVER USED COCAINE
6663,NEVER USED COCAINE
6664,NEVER USED COCAINE
6665,NEVER USED COCAINE
6666,NEVER USED COCAINE
6667,NEVER USED COCAINE
6668,NEVER USED COCAINE
6669,NEVER USED COCAINE
6670,NEVER USED COCAINE
6671,NEVER USED COCAINE
6672,No
6673,NEVER USED COCAINE
6674,NEVER USED COCAINE
6675,NEVER USED COCAINE
6676,DID NOT USE COCAINE PST 12 MOS
6677,NEVER USED COCAINE
6678,NEVER USED COCAINE
6679,NEVER USED COCAINE
6680,NEVER USED COCAINE
6681,NEVER USED COCAINE
6682,No
6683,NEVER USED COCAINE
6684,DID NOT USE COCAINE PST 12 MOS
6685,NEVER USED COCAINE
6686,NEVER USED COCAINE
6687,NEVER USED COCAINE
6688,NEVER USED COCAINE
6689,NEVER USED COCAINE
6690,NEVER USED COCAINE
6691,NEVER USED COCAINE
6692,NEVER USED COCAINE
6693,NEVER USED COCAINE
6694,NEVER USED COCAINE
6695,No
6696,NEVER USED COCAINE
6697,NEVER USED COCAINE
6698,NEVER USED COCAINE
6699,NEVER USED COCAINE
6700,NEVER USED COCAINE
6701,NEVER USED COCAINE
6702,NEVER USED COCAINE
6703,NEVER USED COCAINE
